geneid,cid,aid,acname,acvalue
2263,89712023,1259179,IC50,0.0043
2263,89870870,1259179,IC50,0.19
2263,89870957,1259179,IC50,0.0058
2263,89871007,1259179,IC50,0.0088
2263,89871020,1259179,IC50,0.007
2263,134135395,1259179,IC50,0.0068
2263,89870752,1259179,IC50,0.0068
2263,89870797,1259179,IC50,0.11
2263,89870946,1259179,IC50,0.0012
2263,89870955,1259179,IC50,0.002
2263,89871008,1259179,IC50,0.0003
2263,89871041,1259179,IC50,0.0072
2263,89871091,1259179,IC50,0.0079
2263,112500217,1259179,IC50,0.0025
2263,112500214,1259179,IC50,0.0037
2263,112500215,1259179,IC50,0.0047
2263,112500216,1259179,IC50,0.0003
2263,11476171,1291010,IC50,2.7
2263,127045945,1298506,IC50,0.0008
2263,127045746,1298506,IC50,0.1009
2263,127045733,1298506,IC50,0.01
2263,127047298,1298506,IC50,0.0169
2263,127046432,1298506,IC50,0.0004
2263,127046442,1298506,IC50,0.0002
2263,127046443,1298506,IC50,0.0007
2263,127046448,1298506,IC50,0.0006
2263,127046449,1298506,IC50,0.0012
2263,127047842,1298506,IC50,0.0006
2263,127045747,1298506,IC50,0.0048
2263,127045946,1298506,IC50,0.0003
2263,127047232,1298506,IC50,0.0004
2263,127047354,1298506,IC50,0.0009
2263,127047297,1298506,IC50,0.0007
2263,127047843,1298506,IC50,0.0007
2263,127046778,1298506,IC50,0.0032
2263,127046609,1298506,IC50,0.0003
2263,127046610,1298506,IC50,0.0008
2263,51039095,1298506,IC50,0.0012
2263,127047969,1298506,IC50,0.0002
2263,127047845,1298506,IC50,0.0009
2263,127047295,1298506,IC50,0.0006
2263,127047296,1298506,IC50,0.0005
2263,127047353,1298506,IC50,0.0027
2263,127045973,1298506,IC50,0.001
2263,127045974,1298506,IC50,0.0006
2263,127045748,1298506,IC50,0.0039
2263,127045749,1298506,IC50,0.0043
2263,127047233,1298506,IC50,0.0013
2263,127046432,1298508,IC50,0.01
2263,127046442,1298508,IC50,0.0001
2263,127046443,1298508,IC50,0.0108
2263,127046448,1298508,IC50,0.1082
2263,127046449,1298508,IC50,0.0018
2263,127045945,1298508,IC50,0.0012
2263,127045946,1298508,IC50,0.0014
2263,127046609,1298508,IC50,0.0175
2263,127046610,1298508,IC50,0.009
2263,127047842,1298508,IC50,0.0001
2263,127047232,1298508,IC50,0.0039
2263,127047297,1298508,IC50,0.09
2263,51039095,1298508,IC50,0.0036
2263,127045973,1298508,IC50,0.0007
2263,127045974,1298508,IC50,0.0001
2263,127045749,1298508,IC50,0.0138
2263,127047233,1298508,IC50,0.0132
2263,127047969,1298508,IC50,0.0008
2263,127047295,1298508,IC50,0.1057
2263,127047296,1298508,IC50,0.0247
2263,127047353,1298508,IC50,0.0103
2263,127047969,1298525,IC50,0.0004
2263,51039095,1298525,IC50,0.0202
2263,76071144,1300631,IC50,0.93
2263,73438493,1300631,IC50,0.272
2263,44259,1308953,IC50,0.0058
2263,136211077,1313619,IC50,0.002
2263,68004741,1322595,IC50,0.0036
2263,68005465,1322595,IC50,0.0052
2263,68005486,1322595,IC50,0.041
2263,68005621,1322595,IC50,0.0094
2263,68005732,1322595,IC50,0.15
2263,68005600,1322595,IC50,0.021
2263,50939489,1322595,IC50,0.01
2263,134135741,1322595,IC50,0.94
2263,134144799,1322595,IC50,0.87
2263,134147544,1322595,IC50,0.23
2263,134146580,1322595,IC50,0.45
2263,66556938,1322595,IC50,0.019
2263,66555232,1322595,IC50,0.065
2263,66555680,1322595,IC50,0.0076
2263,134156584,1322595,IC50,0.0042
2263,134151662,1322595,IC50,0.03
2263,134144868,1322595,IC50,0.92
2263,134155961,1322595,IC50,0.032
2263,134157526,1322595,IC50,0.14
2263,69036886,1336013,IC50,0.591
2263,54591049,1340071,IC50,0.00389
2263,54591126,1340071,IC50,0.01047
2263,54591289,1340071,IC50,0.00309
2263,54591359,1340071,IC50,0.01148
2263,54591130,1340071,IC50,0.003388
2263,54591286,1340071,IC50,0.002455
2263,54591209,1340071,IC50,0.28184
2263,54591211,1340071,IC50,0.15849
2263,54591360,1340071,IC50,0.004786
2263,54591363,1340071,IC50,0.17783
2263,134146811,1340071,IC50,0.002138
2263,134146708,1340071,IC50,0.007244
