geneid,cid,aid,acname,acvalue
2260,447077,625132,Kd,0.062
2260,24180719,625132,Kd,5.3
2260,134152965,1258374,IC50,0.008
2260,135773902,1288410,IC50,27
2260,5330260,1340379,IC50,4.47
2260,5330262,1340379,IC50,1.52
2260,5330263,1340379,IC50,1.38
2260,447077,435384,IC50,1.25
2260,5328733,435384,IC50,0.0988
2260,5330525,435384,IC50,0.451
2260,5311104,435384,IC50,0.934
2260,5330524,435384,IC50,0.933
2260,447700,435384,IC50,0.0615
2260,5330790,435526,Kd,0.81
2260,135426457,1288410,IC50,9.9
2260,135398834,1288410,IC50,3.28
2260,135398830,1288410,IC50,0.6
2260,135584854,1288410,IC50,2.12
2260,135527782,1288410,IC50,11
2260,135400685,1288410,IC50,7
2260,135417125,1288410,IC50,27
2260,5330278,1340379,IC50,1.74
2260,5330231,1340379,IC50,2.98
2260,5330329,1340379,IC50,1.078
2260,5330333,1340379,IC50,0.081
2260,53235510,1344884,IC50,0.001
2260,118029202,1344884,IC50,0.513
2260,135565635,625132,Kd,0.57
2260,5329019,72245,IC50,19
2260,5687,72245,IC50,11
2260,5329017,72245,IC50,9.3
2260,5329012,72245,IC50,7
2260,5329006,72245,IC50,7
2260,5329028,72245,IC50,1.8
2260,5329025,72245,IC50,2.6
2260,5329010,72245,IC50,2.5
2260,6326408,72245,IC50,14
2260,5329016,72245,IC50,1.4
2260,5329027,72245,IC50,25
2260,5329020,72245,IC50,6.7
2260,5329030,72245,IC50,40
2260,5329011,72245,IC50,27
2260,5329026,72245,IC50,1.6
2260,5329018,72245,IC50,9.4
2260,5329013,72245,IC50,7.4
2260,5329033,72245,IC50,6.1
2260,5329021,72245,IC50,1.5
2260,5329034,72245,IC50,45
2260,5329015,72245,IC50,16
2260,5329022,72245,IC50,20
2260,5329052,73308,IC50,4.1
2260,5329053,73308,IC50,2.1
2260,5329054,73308,IC50,2.7
2260,5329049,73308,IC50,12.3
2260,5329040,73308,IC50,19
2260,4913175,73308,IC50,8
2260,49860186,73308,IC50,1.5
2260,5329050,73308,IC50,2.5
2260,5329045,73308,IC50,1.7
2260,5329020,73308,IC50,6.7
2260,5329011,73308,IC50,27
2260,5329042,73308,IC50,13.5
2260,3081361,73308,IC50,6
2260,5329026,73308,IC50,1.6
2260,23133323,73308,IC50,3.6
2260,22478297,73308,IC50,1.9
2260,5329057,73308,IC50,5
2260,73349643,73308,IC50,5
2260,5329046,73308,IC50,1.5
2260,5329051,73308,IC50,1.9
2260,5329019,73308,IC50,19
2260,49860190,73308,IC50,2
