cid,aid,activity,acname,acvalue,geneid
53319892,581383,Active,IC50,0.008,3480
53319892,581388,Active,IC50,0.048,3643
71762924,760417,Active,IC50,0.004,3480
71762924,760401,Active,IC50,0.44,3480
71763139,760417,Active,IC50,0.004,3480
71763142,760417,Active,IC50,0.008,3480
71763605,760417,Active,IC50,0.009,3480
71762923,760417,Active,IC50,0.003,3480
71762923,760401,Active,IC50,0.32,3480
71763378,760417,Active,IC50,0.009,3480
71763140,760417,Active,IC50,0.005,3480
